booth_no,type,geometry
447,ts,"POLYGON ((-79.38506902077836 43.64116289936411, -79.38507959530313 43.64119000868433, -79.38504217232324 43.64119765353303, -79.38503159779847 43.64117054421627, -79.38502102327369 43.64114343488726, -79.38501044874894 43.64111632554604, -79.38504787172883 43.64110868068699, -79.38505844625357 43.64113579003167, -79.38506902077836 43.64116289936411))"
427,ts,"POLYGON ((-79.38514877432607 43.64146797083937, -79.38513819980132 43.64144086164458, -79.38517562278119 43.64143321682682, -79.38518619730597 43.64146032602507, -79.38514877432607 43.64146797083937))"
429,ts,"POLYGON ((-79.38513819980132 43.64144086164458, -79.38512762527652 43.64141375243756, -79.38516504825641 43.64140610761635, -79.38517562278119 43.64143321682682, -79.38513819980132 43.64144086164458))"
431,ts,"POLYGON ((-79.38512762527652 43.64141375243756, -79.38511705075179 43.6413866432183, -79.38515447373167 43.64137899839364, -79.38516504825641 43.64140610761635, -79.38512762527652 43.64141375243756))"
433,ts,"POLYGON ((-79.38511705075179 43.6413866432183, -79.38510647622699 43.64135953398682, -79.38514389920685 43.64135188915871, -79.38515447373167 43.64137899839364, -79.38511705075179 43.6413866432183))"
522,ts,"POLYGON ((-79.38520734635554 43.64151454438485, -79.38519677183075 43.64148743521108, -79.38523419481066 43.64147979039925, -79.38524476933542 43.64150689957647, -79.38520734635554 43.64151454438485))"
524,ts,"POLYGON ((-79.38519677183075 43.64148743521108, -79.38518619730597 43.64146032602507, -79.38522362028587 43.64145268120979, -79.38523419481066 43.64147979039925, -79.38519677183075 43.64148743521108))"
526,ts,"POLYGON ((-79.38518619730597 43.64146032602507, -79.38517562278122 43.64143321682682, -79.38521304576109 43.6414255720081, -79.38522362028587 43.64145268120979, -79.38518619730597 43.64146032602507))"
523,ts,"POLYGON ((-79.38528194870048 43.64149919435084, -79.3852713741757 43.64147208517013, -79.3853087971556 43.64146444035636, -79.38531937168034 43.6414915495405, -79.38528194870048 43.64149919435084))"
525,ts,"POLYGON ((-79.3852713741757 43.64147208517013, -79.38526079965092 43.6414449759772, -79.38529822263082 43.64143733115997, -79.3853087971556 43.64146444035636, -79.3852713741757 43.64147208517013))"
527,ts,"POLYGON ((-79.38526079965092 43.6414449759772, -79.38525022512616 43.64141786677203, -79.38528764810604 43.64141022195135, -79.38529822263082 43.64143733115997, -79.38526079965092 43.6414449759772))"
622,ts,"POLYGON ((-79.38531937168038 43.6414915495405, -79.38530879715559 43.64146444035635, -79.3853462201355 43.64145679554161, -79.38535679466024 43.6414839047292, -79.38531937168038 43.6414915495405))"
624,ts,"POLYGON ((-79.38530879715559 43.64146444035635, -79.38529822263082 43.64143733115997, -79.38533564561072 43.64142968634177, -79.3853462201355 43.64145679554161, -79.38530879715559 43.64146444035635))"
626,ts,"POLYGON ((-79.38529822263082 43.64143733115997, -79.38528764810606 43.64141022195135, -79.38532507108594 43.6414025771297, -79.38533564561072 43.64142968634177, -79.38529822263082 43.64143733115997))"
623,ts,"POLYGON ((-79.38539398787962 43.64147619665682, -79.38538341335483 43.64144908746574, -79.38542083633475 43.64144144264903, -79.3854314108595 43.64146855184357, -79.38539398787962 43.64147619665682))"
625,ts,"POLYGON ((-79.38538341335483 43.64144908746574, -79.38537283883005 43.64142197826243, -79.38541026180995 43.64141433344228, -79.38542083633475 43.64144144264903, -79.38538341335483 43.64144908746574))"
627,ts,"POLYGON ((-79.38537283883005 43.64142197826243, -79.38536226430531 43.64139486904688, -79.38539968728519 43.64138722422327, -79.38541026180995 43.64141433344228, -79.38537283883005 43.64142197826243))"
722,ts,"POLYGON ((-79.38543141085952 43.64146855184357, -79.38542083633473 43.64144144264903, -79.38545825931465 43.64143379783136, -79.3854688338394 43.64146090702933, -79.38543141085952 43.64146855184357))"
724,ts,"POLYGON ((-79.38542083633473 43.64144144264903, -79.38541026180995 43.64141433344228, -79.38544768478985 43.64140668862115, -79.38545825931465 43.64143379783136, -79.38542083633473 43.64144144264903))"
726,ts,"POLYGON ((-79.38541026180995 43.64141433344228, -79.3853996872852 43.64138722422328, -79.38543711026509 43.64137957939869, -79.38544768478985 43.64140668862115, -79.38541026180995 43.64141433344228))"
829,ts,"POLYGON ((-79.38562686768336 43.64125193569161, -79.38565824632948 43.64133267500357, -79.38558390469285 43.64134780600514, -79.38555252604674 43.64126706671351, -79.38562686768336 43.64125193569161))"
1023,ts,"POLYGON ((-79.38588396584333 43.64128780181142, -79.38591534448946 43.64136854107518, -79.38584100285281 43.64138367206773, -79.38580962420671 43.6413029328243, -79.38588396584333 43.64128780181142))"
923,ts,"POLYGON ((-79.3857724533884 43.64131096533576, -79.38580383203453 43.64139170456838, -79.38572949039789 43.6414068355551, -79.38569811175178 43.6413260963428, -79.3857724533884 43.64131096533576))"
1329,ts,"POLYGON ((-79.38618856004892 43.6411376122918, -79.38621993869505 43.6412183517574, -79.38614559705842 43.64123348278777, -79.3861142184123 43.64115274334251, -79.38618856004892 43.6411376122918))"
1323,ts,"POLYGON ((-79.38623090680552 43.64124487047648, -79.38625257645823 43.64129900996947, -79.38617771856026 43.64131470138723, -79.38615604890754 43.64126056190838, -79.38623090680552 43.64124487047648))"
823,ts,"POLYGON ((-79.38566921443996 43.64135994088191, -79.38569088409267 43.6414140802712, -79.38561602619468 43.64142977165891, -79.38559435654197 43.64137563228375, -79.38566921443996 43.64135994088191))"
1031,ts,"POLYGON ((-79.3858519709633 43.64120676269624, -79.38587364061601 43.64126090222356, -79.38579878271803 43.64127659365128, -79.38577711306532 43.6412224541381, -79.3858519709633 43.64120676269624))"
931,ts,"POLYGON ((-79.38574045850838 43.64122992625182, -79.38576212816109 43.64128406575827, -79.38568727026311 43.64129975717993, -79.38566560061039 43.64124561768762, -79.38574045850838 43.64122992625182))"
723,ts,"POLYGON ((-79.38554735010845 43.641355391043, -79.38557872875457 43.64143613021594, -79.38550438711793 43.64145126119146, -79.38547300847182 43.64137052203886, -79.38554735010845 43.641355391043))"
731,ts,"POLYGON ((-79.38551535522843 43.64127435201899, -79.38553702488115 43.64132849148541, -79.38546216698316 43.64134418289547, -79.38544049733045 43.64129004344319, -79.38551535522843 43.64127435201899))"
1123,ts,"POLYGON ((-79.38595310380524 43.64136039036537, -79.38594252928046 43.64133328112204, -79.38597995226036 43.6413256362906, -79.38599052678511 43.64135274553738, -79.38595310380524 43.64136039036537))"
1125,ts,"POLYGON ((-79.38594252928046 43.64133328112204, -79.38593195475568 43.64130617186647, -79.38596937773558 43.64129852703159, -79.38597995226036 43.6413256362906, -79.38594252928046 43.64133328112204))"
1127,ts,"POLYGON ((-79.38593195475568 43.64130617186647, -79.38592138023091 43.64127906259868, -79.3859588032108 43.64127141776033, -79.38596937773558 43.64129852703159, -79.38593195475568 43.64130617186647))"
1129,ts,"POLYGON ((-79.38592138023091 43.64127906259868, -79.38591080570612 43.64125195331864, -79.385948228686 43.64124430847686, -79.3859588032108 43.64127141776033, -79.38592138023091 43.64127906259868))"
1131,ts,"POLYGON ((-79.38591080570612 43.64125195331864, -79.38590023118138 43.64122484402638, -79.38593765416125 43.64121719918113, -79.385948228686 43.64124430847686, -79.38591080570612 43.64125195331864))"
1133,ts,"POLYGON ((-79.38590023118138 43.64122484402638, -79.3858896566566 43.64119773472189, -79.38592707963646 43.64119008987319, -79.38593765416125 43.64121719918113, -79.38590023118138 43.64122484402638))"
1222,ts,"POLYGON ((-79.38599052678514 43.64135274553738, -79.38597995226036 43.6413256362906, -79.38601737524026 43.64131799145819, -79.38602794976499 43.64134510070842, -79.38599052678514 43.64135274553738))"
1228,ts,"POLYGON ((-79.38595880321081 43.64127141776034, -79.38594822868602 43.64124430847686, -79.38598565166591 43.64123666363409, -79.3859962261907 43.64126377292101, -79.38595880321081 43.64127141776034))"
1227,ts,"POLYGON ((-79.38604350415206 43.64128310188531, -79.38603292962731 43.64125599260711, -79.38607035260718 43.64124834776582, -79.38608092713196 43.64127545704748, -79.38604350415206 43.64128310188531))"
1229,ts,"POLYGON ((-79.38603292962731 43.64125599260711, -79.38602235510251 43.64122888331666, -79.38605977808238 43.64122123847194, -79.38607035260718 43.64124834776582, -79.38603292962731 43.64125599260711))"
1322,ts,"POLYGON ((-79.38610207618152 43.6413296755741, -79.38609150165672 43.64130256631691, -79.38612892463664 43.64129492148156, -79.38613949916139 43.6413220307422, -79.38610207618152 43.6413296755741))"
1328,ts,"POLYGON ((-79.38607035260721 43.64124834776582, -79.38605977808241 43.64122123847194, -79.38609720106228 43.64121359362624, -79.38610777558708 43.64124070292357, -79.38607035260721 43.64124834776582))"
1330,ts,"POLYGON ((-79.38605977808241 43.64122123847194, -79.38604920355766 43.64119412916581, -79.38608662653755 43.64118648431666, -79.38609720106228 43.64121359362624, -79.38605977808241 43.64122123847194))"
1332,ts,"POLYGON ((-79.38604920355766 43.64119412916581, -79.38603862903287 43.64116701984747, -79.38607605201274 43.64115937499486, -79.38608662653755 43.64118648431666, -79.38604920355766 43.64119412916581))"
528,ts,"POLYGON ((-79.38520247123631 43.64139846279418, -79.38521304576109 43.6414255720081, -79.38517562278122 43.64143321682682, -79.38516504825643 43.64140610761635, -79.38515447373169 43.64137899839364, -79.38514389920689 43.64135188915872, -79.38518132218675 43.64134424432962, -79.38519189671158 43.64137135356801, -79.38520247123631 43.64139846279418))"
423,ts,"POLYGON ((-79.38519677183076 43.64148743521108, -79.38520734635551 43.64151454438485, -79.38516992337564 43.64152218919225, -79.38515934885085 43.64149508002193, -79.38514877432607 43.64146797083937, -79.38518619730597 43.64146032602507, -79.38519677183076 43.64148743521108))"
531,ts,"POLYGON ((-79.38529285990464 43.64132145956953, -79.38531452955735 43.64137559899351, -79.38523967165936 43.64139129039125, -79.38521800200664 43.64133715098144, -79.38529285990464 43.64132145956953))"
631,ts,"POLYGON ((-79.38540435903495 43.64129863636422, -79.38542602868766 43.64135277580876, -79.38535117078968 43.64136846721247, -79.38532950113697 43.64131432778208, -79.38540435903495 43.64129863636422))"
1230,ts,"POLYGON ((-79.38597507714115 43.64120955433492, -79.38598565166591 43.64123666363409, -79.38594822868602 43.64124430847686, -79.38593765416128 43.64121719918114, -79.38592707963649 43.6411900898732, -79.38596450261636 43.64118244502353, -79.38597507714115 43.64120955433492))"
1224,ts,"POLYGON ((-79.38600680071548 43.64129088219572, -79.38601737524026 43.64131799145819, -79.38597995226036 43.6413256362906, -79.38596937773558 43.64129852703159, -79.38595880321081 43.64127141776034, -79.3859962261907 43.64126377292101, -79.38600680071548 43.64129088219572))"
1231,ts,"POLYGON ((-79.38604920355765 43.64119412916581, -79.38605977808238 43.64122123847194, -79.38602235510251 43.64122888331666, -79.38601178057776 43.64120177401399, -79.38600120605297 43.64117466469909, -79.38603862903284 43.64116701984745, -79.38604920355765 43.64119412916581))"
1324,ts,"POLYGON ((-79.38611835011186 43.64126781220869, -79.38612892463664 43.64129492148156, -79.38609150165672 43.64130256631691, -79.38608092713196 43.64127545704748, -79.38607035260721 43.64124834776582, -79.38610777558708 43.64124070292357, -79.38611835011186 43.64126781220869))"
1223,ts,"POLYGON ((-79.38609150165674 43.64130256631691, -79.38610207618149 43.6413296755741, -79.38606465320161 43.64133732040503, -79.38605407867682 43.64131021115129, -79.38604350415206 43.64128310188531, -79.38608092713196 43.64127545704748, -79.38609150165674 43.64130256631691))"
649,ts,"POLYGON ((-79.38525643559238 43.64112476338786, -79.3852458610676 43.64109765403822, -79.38528328404747 43.64109000917679, -79.38529385857227 43.64111711852989, -79.38525643559238 43.64112476338786))"
651,ts,"POLYGON ((-79.3852458610676 43.64109765403822, -79.38523528654285 43.64107054467632, -79.38527270952274 43.64106289981144, -79.38528328404747 43.64109000917679, -79.3852458610676 43.64109765403822))"
653,ts,"POLYGON ((-79.38523528654285 43.64107054467632, -79.38522471201806 43.64104343530222, -79.38526213499792 43.64103579043388, -79.38527270952274 43.64106289981144, -79.38523528654285 43.64107054467632))"
748,ts,"POLYGON ((-79.38529385857225 43.64111711852988, -79.38528328404746 43.64109000917679, -79.38532070702733 43.64108236431439, -79.38533128155214 43.64110947367093, -79.38529385857225 43.64111711852988))"
750,ts,"POLYGON ((-79.38528328404746 43.64109000917679, -79.38527270952272 43.64106289981144, -79.3853101325026 43.64105525494559, -79.38532070702733 43.64108236431439, -79.38528328404746 43.64109000917679))"
752,ts,"POLYGON ((-79.38527270952272 43.64106289981144, -79.38526213499792 43.64103579043388, -79.3852995579778 43.64102814556458, -79.3853101325026 43.64105525494559, -79.38527270952272 43.64106289981144))"
643,ts,"POLYGON ((-79.38534189140974 43.64113649147306, -79.38536356106245 43.64119063106371, -79.38528870316446 43.64120632250977, -79.38526703351175 43.64115218293327, -79.38534189140974 43.64113649147306))"
842,ts,"POLYGON ((-79.38543827677184 43.64117636373866, -79.38540583655258 43.64109584028304, -79.38544306531274 43.64108826295785, -79.38547444395887 43.64116900248978, -79.38543827677184 43.64117636373866))"
751,ts,"POLYGON ((-79.38541107043272 43.64100722357352, -79.38543274008545 43.64106136328066, -79.38535788218746 43.64107705476048, -79.38533621253474 43.64102291506749, -79.38541107043272 43.64100722357352))"
839,ts,"POLYGON ((-79.38553388191021 43.64121547727903, -79.38552330738543 43.64118836797032, -79.3855607303653 43.64118072312042, -79.38557130489009 43.64120783243259, -79.38553388191021 43.64121547727903))"
841,ts,"POLYGON ((-79.38552330738543 43.64118836797032, -79.38551273286068 43.64116125864935, -79.38555015584053 43.64115361379602, -79.3855607303653 43.64118072312042, -79.38552330738543 43.64118836797032))"
843,ts,"POLYGON ((-79.38551273286068 43.64116125864935, -79.38550215833588 43.64113414931617, -79.3855395813158 43.64112650445939, -79.38555015584053 43.64115361379602, -79.38551273286068 43.64116125864935))"
845,ts,"POLYGON ((-79.38550215833588 43.64113414931617, -79.3854915838111 43.64110703997075, -79.385529006791 43.64109939511052, -79.3855395813158 43.64112650445939, -79.38550215833588 43.64113414931617))"
847,ts,"POLYGON ((-79.3854915838111 43.64110703997075, -79.38548100928635 43.6410799306131, -79.38551843226624 43.64107228574942, -79.385529006791 43.64109939511052, -79.3854915838111 43.64110703997075))"
849,ts,"POLYGON ((-79.38548100928635 43.6410799306131, -79.38547043476156 43.64105282124321, -79.38550785774144 43.64104517637609, -79.38551843226624 43.64107228574942, -79.38548100928635 43.6410799306131))"
851,ts,"POLYGON ((-79.38547043476156 43.64105282124321, -79.38545986023682 43.6410257118611, -79.38549728321669 43.64101806699052, -79.38550785774144 43.64104517637609, -79.38547043476156 43.64105282124321))"
853,ts,"POLYGON ((-79.38545986023682 43.6410257118611, -79.38544928571201 43.64099860246676, -79.38548670869189 43.64099095759272, -79.38549728321669 43.64101806699052, -79.38545986023682 43.6410257118611))"
938,ts,"POLYGON ((-79.38557130489008 43.64120783243258, -79.3855607303653 43.64118072312042, -79.38559815334516 43.64117307826955, -79.38560872786995 43.64120018758518, -79.38557130489008 43.64120783243258))"
944,ts,"POLYGON ((-79.38553958131575 43.64112650445938, -79.38552900679097 43.64109939511051, -79.38556642977088 43.64109175024931, -79.38557700429566 43.64111885960163, -79.38553958131575 43.64112650445938))"
