booth_no,type,geometry
3014,ix,"POLYGON ((-79.38450329194015 43.64259326823822, -79.38449271741538 43.64256615955119, -79.38453014039527 43.64255851487663, -79.38454071492004 43.64258562356711, -79.38450329194015 43.64259326823822))"
3016,ix,"POLYGON ((-79.38449271741538 43.64256615955119, -79.38448214289059 43.64253905085194, -79.38451956587046 43.64253140617393, -79.38453014039527 43.64255851487663, -79.38449271741538 43.64256615955119))"
3018,ix,"POLYGON ((-79.38448214289059 43.64253905085194, -79.38447156836585 43.64251194214044, -79.38450899134573 43.64250429745898, -79.38451956587046 43.64253140617393, -79.38448214289059 43.64253905085194))"
3020,ix,"POLYGON ((-79.38447156836585 43.64251194214044, -79.38446099384105 43.64248483341673, -79.38449841682093 43.6424771887318, -79.38450899134573 43.64250429745898, -79.38447156836585 43.64251194214044))"
3022,ix,"POLYGON ((-79.38446099384105 43.64248483341673, -79.38445041931629 43.64245772468077, -79.38448784229618 43.64245007999241, -79.38449841682093 43.6424771887318, -79.38446099384105 43.64248483341673))"
3024,ix,"POLYGON ((-79.38445041931629 43.64245772468077, -79.38443984479152 43.64243061593258, -79.3844772677714 43.64242297124076, -79.38448784229618 43.64245007999241, -79.38445041931629 43.64245772468077))"
2817,ix,"POLYGON ((-79.38453014039528 43.64255851487663, -79.38451956587049 43.64253140617393, -79.38455698885036 43.64252376149494, -79.38456756337517 43.64255087020109, -79.38453014039528 43.64255851487663))"
2823,ix,"POLYGON ((-79.38449841682095 43.64247718873182, -79.3844878422962 43.64245007999241, -79.38452526527607 43.64244243530307, -79.38453583980082 43.64246954404592, -79.38449841682095 43.64247718873182))"
2825,ix,"POLYGON ((-79.3844878422962 43.64245007999241, -79.3844772677714 43.64242297124076, -79.3845146907513 43.64241532654799, -79.38452526527607 43.64244243530307, -79.3844878422962 43.64245007999241))"
3214,ix,"POLYGON ((-79.3843911683871 43.64261641005316, -79.38439108257836 43.64261619007534, -79.38438059386235 43.64258930137657, -79.38441801684222 43.64258165670496, -79.38442850555825 43.64260854540714, -79.384428591367 43.64260876538499, -79.3843911683871 43.64261641005316))"
3216,ix,"POLYGON ((-79.38438059386235 43.64258930137657, -79.38437001933755 43.64256219268776, -79.38440744231742 43.6425545480127, -79.38441801684222 43.64258165670496, -79.38438059386235 43.64258930137657))"
3218,ix,"POLYGON ((-79.38437001933755 43.64256219268776, -79.3843594448128 43.64253508398671, -79.38439686779269 43.64252743930819, -79.38440744231742 43.6425545480127, -79.38437001933755 43.64256219268776))"
3220,ix,"POLYGON ((-79.3843594448128 43.64253508398671, -79.38434887028802 43.64250797527343, -79.38438629326788 43.64250033059145, -79.38439686779269 43.64252743930819, -79.3843594448128 43.64253508398671))"
3015,ix,"POLYGON ((-79.384428591367 43.64260876538499, -79.38442850555825 43.64260854540714, -79.38441801684225 43.64258165670496, -79.38445543982212 43.64257401203236, -79.38446592853815 43.64260090073797, -79.3844660143469 43.64260112071585, -79.384428591367 43.64260876538499))"
3017,ix,"POLYGON ((-79.38441801684225 43.64258165670496, -79.38440744231745 43.6425545480127, -79.38444486529733 43.64254690333666, -79.38445543982212 43.64257401203236, -79.38441801684225 43.64258165670496))"
3019,ix,"POLYGON ((-79.38440744231745 43.6425545480127, -79.3843968677927 43.6425274393082, -79.38443429077259 43.6425197946287, -79.38444486529733 43.64254690333666, -79.38440744231745 43.6425545480127))"
3021,ix,"POLYGON ((-79.3843968677927 43.6425274393082, -79.38438629326792 43.64250033059147, -79.38442371624778 43.64249268590852, -79.38443429077259 43.6425197946287, -79.3843968677927 43.6425274393082))"
3023,ix,"POLYGON ((-79.38438629326792 43.64250033059147, -79.38437571874317 43.6424732218625, -79.38441314172304 43.64246557717611, -79.38442371624778 43.64249268590852, -79.38438629326792 43.64250033059147))"
3025,ix,"POLYGON ((-79.38437571874317 43.6424732218625, -79.38436514421836 43.6424461131213, -79.38440256719826 43.64243846843147, -79.38441314172304 43.64246557717611, -79.38437571874317 43.6424732218625))"
3012,ix,"POLYGON ((-79.3845138664649 43.64262037691302, -79.38450329194015 43.64259326823823, -79.38454071492004 43.64258562356711, -79.3845512894448 43.64261273224536, -79.3845138664649 43.64262037691302))"
3212,ix,"POLYGON ((-79.38440165710313 43.64264329873979, -79.38439108257836 43.64261619007534, -79.38442850555825 43.64260854540714, -79.38443908008303 43.64263565407505, -79.38440165710313 43.64264329873979))"
3013,ix,"POLYGON ((-79.38443908008303 43.64263565407505, -79.38442850555826 43.64260854540714, -79.38446592853815 43.64260090073797, -79.38447650306293 43.64262800940933, -79.38443908008303 43.64263565407505))"
2819,ix,"POLYGON ((-79.38450899134574 43.64250429745898, -79.38449841682095 43.64247718873182, -79.38453583980082 43.64246954404592, -79.38454641432563 43.64249665277655, -79.38455698885036 43.64252376149494, -79.38451956587049 43.64253140617393, -79.38450899134574 43.64250429745898))"
2813,ix,"POLYGON ((-79.38454071492006 43.6425856235671, -79.38453014039528 43.64255851487663, -79.38456756337517 43.64255087020109, -79.38457813789995 43.64257797889501, -79.38458871242474 43.6426050875767, -79.38455128944486 43.64261273224535, -79.38454071492006 43.6425856235671))"
3222,ix,"POLYGON ((-79.38433829576327 43.64248086654791, -79.38432772123846 43.64245375781017, -79.38436514421836 43.6424461131213, -79.38437571874314 43.6424732218625, -79.38438629326788 43.64250033059145, -79.38434887028802 43.64250797527343, -79.38433829576327 43.64248086654791))"
3208,ix,"POLYGON ((-79.38443378367948 43.64272424689462, -79.38443369787075 43.64272402691719, -79.38442320915473 43.64269713826669, -79.3844606321346 43.64268949360879, -79.38447112085063 43.64271638226271, -79.38447120665938 43.64271660224017, -79.38443378367948 43.64272424689462))"
3210,ix,"POLYGON ((-79.38442320915473 43.64269713826669, -79.38441263462992 43.64267002962654, -79.38445005760983 43.64266238496519, -79.3844606321346 43.64268949360879, -79.38442320915473 43.64269713826669))"
3007,ix,"POLYGON ((-79.38447120665938 43.64271660224017, -79.38447112085063 43.64271638226271, -79.38446063213463 43.6426894936088, -79.38449805511451 43.64268184894993, -79.38450854383053 43.64270873760726, -79.38450862963929 43.64270895758475, -79.38447120665938 43.64271660224017))"
3009,ix,"POLYGON ((-79.38446063213463 43.6426894936088, -79.38445005760983 43.64266238496519, -79.38448748058971 43.64265474030287, -79.38449805511451 43.64268184894993, -79.38446063213463 43.6426894936088))"
3206,ix,"POLYGON ((-79.38444427239551 43.64275113553298, -79.38443369787075 43.64272402691719, -79.38447112085063 43.64271638226271, -79.38448169537541 43.64274349088195, -79.38444427239551 43.64275113553298))"
3005,ix,"POLYGON ((-79.38448169537541 43.64274349088195, -79.38447112085065 43.64271638226272, -79.38450854383053 43.64270873760726, -79.38451911835531 43.64273584622996, -79.38448169537541 43.64274349088195))"
2608,ix,"POLYGON ((-79.38477015433861 43.64265510724886, -79.38477006852987 43.64265488727118, -79.38475957981386 43.64262799858973, -79.38479700279373 43.64262035392304, -79.38480749150976 43.6426472426079, -79.38480757731851 43.64264746258561, -79.38477015433861 43.64265510724886))"
2610,ix,"POLYGON ((-79.38475957981386 43.64262799858973, -79.38474900528905 43.64260088991838, -79.38478642826894 43.64259324524824, -79.38479700279373 43.64262035392304, -79.38475957981386 43.64262799858973))"
2606,ix,"POLYGON ((-79.38478064305464 43.64268199591817, -79.38477006852987 43.64265488727118, -79.38480749150976 43.6426472426079, -79.38481806603453 43.64267435125835, -79.38478064305464 43.64268199591817))"
2408,ix,"POLYGON ((-79.38488169416789 43.64263218066479, -79.38488160835915 43.64263196068702, -79.38487111964314 43.64260507199533, -79.38490854262301 43.6425974273257, -79.38491903133904 43.64262431602083, -79.38491911714779 43.64262453599863, -79.38488169416789 43.64263218066479))"
2410,ix,"POLYGON ((-79.38487111964314 43.64260507199533, -79.38486054511834 43.64257796331362, -79.38489796809823 43.64257031864056, -79.38490854262301 43.6425974273257, -79.38487111964314 43.64260507199533))"
2207,ix,"POLYGON ((-79.38491911714779 43.64262453599863, -79.38491903133904 43.64262431602083, -79.38490854262304 43.64259742732571, -79.38494596560291 43.64258978265512, -79.38495645431894 43.64261667135366, -79.38495654012769 43.64261689133149, -79.38491911714779 43.64262453599863))"
2209,ix,"POLYGON ((-79.38490854262304 43.64259742732571, -79.38489796809824 43.64257031864056, -79.38493539107813 43.64256267396652, -79.38494596560291 43.64258978265512, -79.38490854262304 43.64259742732571))"
2406,ix,"POLYGON ((-79.38489218288392 43.64265906934436, -79.38488160835915 43.64263196068702, -79.38491903133904 43.64262431602083, -79.38492960586382 43.64265142468162, -79.38489218288392 43.64265906934436))"
2205,ix,"POLYGON ((-79.38492960586382 43.64265142468162, -79.38491903133905 43.64262431602084, -79.38495645431894 43.64261667135366, -79.38496702884372 43.64264378001791, -79.38492960586382 43.64265142468162))"
2405,ix,"POLYGON ((-79.38481806603451 43.64267435125834, -79.38478642826894 43.64259324524824, -79.38482369942538 43.64258563159124, -79.38485533719096 43.64266673761159, -79.38481806603451 43.64267435125834))"
3010,ix,"POLYGON ((-79.38453502937936 43.64267455775384, -79.38452445485461 43.64264744910349, -79.3845618778345 43.64263980443927, -79.38457245235927 43.64266691309307, -79.38453502937936 43.64267455775384))"
2809,ix,"POLYGON ((-79.38457245235927 43.64266691309307, -79.38456187783451 43.64263980443927, -79.38459930081439 43.64263215977407, -79.38460987533917 43.64265926843133, -79.38457245235927 43.64266691309307))"
2814,ix,"POLYGON ((-79.38461592455681 43.64257005283275, -79.38460535003206 43.64254294413524, -79.38464277301195 43.64253529945772, -79.38465334753671 43.64256240815868, -79.38461592455681 43.64257005283275))"
2816,ix,"POLYGON ((-79.38460535003206 43.64254294413524, -79.38459477550728 43.64251583542551, -79.38463219848715 43.64250819074454, -79.38464277301195 43.64253529945772, -79.38460535003206 43.64254294413524))"
2818,ix,"POLYGON ((-79.38459477550728 43.64251583542551, -79.38458420098253 43.64248872670355, -79.38462162396242 43.64248108201912, -79.38463219848715 43.64250819074454, -79.38459477550728 43.64251583542551))"
2820,ix,"POLYGON ((-79.38458420098253 43.64248872670355, -79.38457362645774 43.64246161796936, -79.38461104943759 43.64245397328148, -79.38462162396242 43.64248108201912, -79.38458420098253 43.64248872670355))"
2822,ix,"POLYGON ((-79.38457362645774 43.64246161796936, -79.38456305193299 43.64243450922292, -79.38460047491286 43.6424268645316, -79.38461104943759 43.64245397328148, -79.38457362645774 43.64246161796936))"
2824,ix,"POLYGON ((-79.38456305193299 43.64243450922292, -79.38455247740819 43.64240740046425, -79.38458990038809 43.64239975576949, -79.38460047491286 43.6424268645316, -79.38456305193299 43.64243450922292))"
2812,ix,"POLYGON ((-79.38462649908159 43.64259716151803, -79.38461592455684 43.64257005283276, -79.38465334753671 43.64256240815868, -79.38466392206149 43.64258951684741, -79.38462649908159 43.64259716151803))"
3237,ix,"POLYGON ((-79.38420371484422 43.64232203580989, -79.38419314031945 43.64229492700047, -79.38423056329934 43.64228728229138, -79.38424113782412 43.64231439110426, -79.38420371484422 43.64232203580989))"
3239,ix,"POLYGON ((-79.38419314031945 43.64229492700047, -79.38418256579467 43.64226781817882, -79.38421998877456 43.6422601734663, -79.38423056329934 43.64228728229138, -79.38419314031945 43.64229492700047))"
3241,ix,"POLYGON ((-79.38418256579467 43.64226781817882, -79.38417199126994 43.64224070934494, -79.38420941424981 43.64223306462896, -79.38421998877456 43.6422601734663, -79.38418256579467 43.64226781817882))"
3243,ix,"POLYGON ((-79.38417199126994 43.64224070934494, -79.38416141674514 43.64221360049883, -79.384198839725 43.6422059557794, -79.38420941424981 43.64223306462896, -79.38417199126994 43.64224070934494))"
3245,ix,"POLYGON ((-79.38416141674514 43.64221360049883, -79.38415084222038 43.64218649164049, -79.38418826520027 43.64217884691761, -79.384198839725 43.6422059557794, -79.38416141674514 43.64221360049883))"
3247,ix,"POLYGON ((-79.38415084222038 43.64218649164049, -79.38414026769559 43.6421593827699, -79.38417769067549 43.64215173804358, -79.38418826520027 43.64217884691761, -79.38415084222038 43.64218649164049))"
3229,ix,"POLYGON ((-79.38424601294329 43.64243047092522, -79.38423543841856 43.64240336216474, -79.38427286139843 43.64239571746945, -79.38428343592318 43.64242282623339, -79.38424601294329 43.64243047092522))"
3231,ix,"POLYGON ((-79.38423543841856 43.64240336216474, -79.38422486389378 43.64237625339202, -79.38426228687364 43.64236860869328, -79.38427286139843 43.64239571746945, -79.38423543841856 43.64240336216474))"
3233,ix,"POLYGON ((-79.38422486389378 43.64237625339202, -79.38421428936901 43.64234914460706, -79.3842517123489 43.64234149990489, -79.38426228687364 43.64236860869328, -79.38422486389378 43.64237625339202))"
3235,ix,"POLYGON ((-79.38421428936901 43.64234914460706, -79.38420371484422 43.64232203580989, -79.38424113782412 43.64231439110426, -79.3842517123489 43.64234149990489, -79.38421428936901 43.64234914460706))"
3207,ix,"POLYGON ((-79.38433468050626 43.64255212065961, -79.38429725752636 43.64255976533498, -79.38437127919968 43.6427495259075, -79.38440870217958 43.64274188125628, -79.38433468050626 43.64255212065961))"
3221,ix,"POLYGON ((-79.38429725752637 43.64255976533499, -79.38428668300159 43.64253265663285, -79.38432410598145 43.64252501195402, -79.38433468050626 43.64255212065962, -79.38429725752637 43.64255976533499))"
2448,ix,"POLYGON ((-79.38465962358215 43.64206716980986, -79.38464904905737 43.64204006088545, -79.38468647203723 43.64203241614393, -79.38469704656204 43.6420595250718, -79.38465962358215 43.64206716980986))"
2450,ix,"POLYGON ((-79.38464904905737 43.64204006088545, -79.38463847453261 43.64201295194879, -79.38467589751249 43.64200530720384, -79.38468647203723 43.64203241614393, -79.38464904905737 43.64204006088545))"
2452,ix,"POLYGON ((-79.38463847453261 43.64201295194879, -79.38462790000781 43.64198584299992, -79.38466532298771 43.64197819825151, -79.38467589751249 43.64200530720384, -79.38463847453261 43.64201295194879))"
2440,ix,"POLYGON ((-79.38470274202642 43.64217491307159, -79.38469216750167 43.64214780419578, -79.38472959048156 43.64214015946798, -79.38474016500629 43.64216726834723, -79.38470274202642 43.64217491307159))"
2442,ix,"POLYGON ((-79.38469216750167 43.64214780419578, -79.38468159297688 43.64212069530775, -79.38471901595678 43.6421130505765, -79.38472959048156 43.64214015946798, -79.38469216750167 43.64214780419578))"
2241,ix,"POLYGON ((-79.38474016500632 43.64216726834724, -79.38472959048156 43.64214015946798, -79.38476701346146 43.64213251473921, -79.38477758798619 43.64215962362191, -79.38474016500632 43.64216726834724))"
2243,ix,"POLYGON ((-79.38472959048156 43.64214015946798, -79.38471901595678 43.6421130505765, -79.38475643893668 43.64210540584428, -79.38476701346146 43.64213251473921, -79.38472959048156 43.64214015946798))"
2322,ix,"POLYGON ((-79.38461201103372 43.64163638224307, -79.38460143650894 43.64160927312427, -79.38463885948886 43.64160162832795, -79.38464943401361 43.64162873745019, -79.38461201103372 43.64163638224307))"
2324,ix,"POLYGON ((-79.38460143650894 43.64160927312427, -79.38459086198417 43.64158216399324, -79.38462828496407 43.64157451919346, -79.38463885948886 43.64160162832795, -79.38460143650894 43.64160927312427))"
2326,ix,"POLYGON ((-79.38459086198417 43.64158216399324, -79.38458028745941 43.64155505484997, -79.38461771043929 43.64154741004675, -79.38462828496407 43.64157451919346, -79.38459086198417 43.64158216399324))"
2328,ix,"POLYGON ((-79.38458028745941 43.64155505484997, -79.38456971293461 43.64152794569448, -79.38460713591449 43.64152030088781, -79.38461771043929 43.64154741004675, -79.38458028745941 43.64155505484997))"
2330,ix,"POLYGON ((-79.38456971293461 43.64152794569448, -79.38455913840987 43.64150083652675, -79.38459656138976 43.64149319171663, -79.38460713591449 43.64152030088781, -79.38456971293461 43.64152794569448))"
2332,ix,"POLYGON ((-79.38455913840987 43.64150083652675, -79.38454856388509 43.64147372734678, -79.38458598686495 43.64146608253321, -79.38459656138976 43.64149319171663, -79.38455913840987 43.64150083652675))"
2123,ix,"POLYGON ((-79.38464943401362 43.64162873745019, -79.38463885948885 43.64160162832794, -79.38467628246875 43.64159398353065, -79.3846868569935 43.64162109265635, -79.38464943401362 43.64162873745019))"
2125,ix,"POLYGON ((-79.38463885948885 43.64160162832794, -79.38462828496407 43.64157451919346, -79.38466570794397 43.64156687439272, -79.38467628246875 43.64159398353065, -79.38463885948885 43.64160162832794))"
2131,ix,"POLYGON ((-79.38460713591451 43.64152030088781, -79.38459656138977 43.64149319171663, -79.38463398436966 43.64148554690553, -79.38464455889439 43.64151265608016, -79.38460713591451 43.64152030088781))"
2133,ix,"POLYGON ((-79.38459656138977 43.64149319171663, -79.38458598686499 43.64146608253322, -79.38462340984485 43.64145843771865, -79.38463398436966 43.64148554690553, -79.38459656138977 43.64149319171663))"
2526,ix,"POLYGON ((-79.38447849097925 43.64160539414584, -79.3844679164545 43.64157828501306, -79.38450533943437 43.64157064021279, -79.38451591395915 43.64159774934903, -79.38447849097925 43.64160539414584))"
2528,ix,"POLYGON ((-79.3844679164545 43.64157828501306, -79.3844573419297 43.64155117586805, -79.38449476490958 43.64154353106433, -79.38450533943437 43.64157064021279, -79.3844679164545 43.64157828501306))"
2530,ix,"POLYGON ((-79.3844573419297 43.64155117586805, -79.38444676740495 43.64152406671079, -79.38448419038484 43.64151642190363, -79.38449476490958 43.64154353106433, -79.3844573419297 43.64155117586805))"
2532,ix,"POLYGON ((-79.38444676740495 43.64152406671079, -79.38443619288016 43.64149695754132, -79.38447361586003 43.64148931273071, -79.38448419038484 43.64151642190363, -79.38444676740495 43.64152406671079))"
2323,ix,"POLYGON ((-79.38453706300871 43.64165196758479, -79.38452648848391 43.64162485847302, -79.38456391146383 43.64161721367869, -79.38457448598858 43.6416443227939, -79.38453706300871 43.64165196758479))"
2329,ix,"POLYGON ((-79.3845053394344 43.6415706402128, -79.3844947649096 43.64154353106433, -79.38453218788948 43.64153588625965, -79.38454276241427 43.64156299541155, -79.3845053394344 43.6415706402128))"
2331,ix,"POLYGON ((-79.3844947649096 43.64154353106433, -79.38448419038485 43.64151642190364, -79.38452161336474 43.6415087770955, -79.38453218788948 43.64153588625965, -79.3844947649096 43.64154353106433))"
2333,ix,"POLYGON ((-79.38448419038485 43.64151642190364, -79.38447361586006 43.64148931273071, -79.38451103883993 43.64148166791911, -79.38452161336474 43.6415087770955, -79.38448419038485 43.64151642190364))"
2722,ix,"POLYGON ((-79.38438881583778 43.64168252272922, -79.38437824131299 43.64165541363123, -79.3844156642929 43.64164776884079, -79.38442623881764 43.64167487794221, -79.38438881583778 43.64168252272922))"
2724,ix,"POLYGON ((-79.38437824131299 43.64165541363123, -79.38436766678821 43.64162830452103, -79.38440508976811 43.64162065972712, -79.3844156642929 43.64164776884079, -79.38437824131299 43.64165541363123))"
2726,ix,"POLYGON ((-79.38436766678821 43.64162830452103, -79.38435709226346 43.64160119539858, -79.38439451524334 43.64159355060122, -79.38440508976811 43.64162065972712, -79.38436766678821 43.64162830452103))"
2728,ix,"POLYGON ((-79.38435709226346 43.64160119539858, -79.38434651773866 43.6415740862639, -79.38438394071855 43.64156644146311, -79.38439451524334 43.64159355060122, -79.38435709226346 43.64160119539858))"
2730,ix,"POLYGON ((-79.38434651773866 43.6415740862639, -79.38433594321393 43.641546977117, -79.38437336619381 43.64153933231274, -79.38438394071855 43.64156644146311, -79.38434651773866 43.6415740862639))"
2732,ix,"POLYGON ((-79.38433594321393 43.641546977117, -79.38432536868913 43.64151986795785, -79.38436279166899 43.64151222315014, -79.38437336619381 43.64153933231274, -79.38433594321393 43.641546977117))"
2523,ix,"POLYGON ((-79.38442623881768 43.64167487794221, -79.38441566429289 43.64164776884078, -79.3844530872728 43.64164012404936, -79.38446366179754 43.64166723315424, -79.38442623881768 43.64167487794221))"
2525,ix,"POLYGON ((-79.38441566429289 43.64164776884078, -79.38440508976811 43.64162065972712, -79.38444251274801 43.64161301493225, -79.3844530872728 43.64164012404936, -79.38441566429289 43.64164776884078))"
2527,ix,"POLYGON ((-79.38440508976811 43.64162065972712, -79.38439451524336 43.64159355060123, -79.38443193822324 43.6415859058029, -79.38444251274801 43.64161301493225, -79.38440508976811 43.64162065972712))"
2529,ix,"POLYGON ((-79.38439451524336 43.64159355060123, -79.38438394071856 43.64156644146311, -79.38442136369845 43.64155879666133, -79.38443193822324 43.6415859058029, -79.38439451524336 43.64159355060123))"
2531,ix,"POLYGON ((-79.38438394071856 43.64156644146311, -79.38437336619383 43.64153933231275, -79.3844107891737 43.64153168750751, -79.38442136369845 43.64155879666133, -79.38438394071856 43.64156644146311))"
2533,ix,"POLYGON ((-79.38437336619383 43.64153933231275, -79.38436279166903 43.64151222315016, -79.38440021464889 43.64150457834148, -79.3844107891737 43.64153168750751, -79.38437336619383 43.64153933231275))"
2922,ix,"POLYGON ((-79.3842757671826 43.64170589293155, -79.38426519265779 43.64167878384411, -79.38430261563772 43.64167113905665, -79.38431319016246 43.64169824814753, -79.3842757671826 43.64170589293155))"
2928,ix,"POLYGON ((-79.38424404360826 43.64162456563256, -79.38423346908348 43.64159745650843, -79.38427089206336 43.6415898117106, -79.38428146658815 43.64161692083817, -79.38424404360826 43.64162456563256))"
2930,ix,"POLYGON ((-79.38423346908348 43.64159745650843, -79.38422289455875 43.64157034737206, -79.38426031753862 43.64156270257078, -79.38427089206336 43.6415898117106, -79.38423346908348 43.64159745650843))"
2932,ix,"POLYGON ((-79.38422289455875 43.64157034737206, -79.38421232003394 43.64154323822347, -79.38424974301381 43.64153559341873, -79.38426031753862 43.64156270257078, -79.38422289455875 43.64157034737206))"
2723,ix,"POLYGON ((-79.38431319016249 43.64169824814753, -79.38430261563769 43.64167113905664, -79.38434003861762 43.64166349426819, -79.38435061314236 43.64169060336253, -79.38431319016249 43.64169824814753))"
2725,ix,"POLYGON ((-79.38430261563769 43.64167113905664, -79.38429204111293 43.64164402995353, -79.38432946409281 43.64163638516163, -79.38434003861762 43.64166349426819, -79.38430261563769 43.64167113905664))"
2727,ix,"POLYGON ((-79.38429204111293 43.64164402995353, -79.38428146658816 43.64161692083818, -79.38431888956805 43.64160927604282, -79.38432946409281 43.64163638516163, -79.38429204111293 43.64164402995353))"
2729,ix,"POLYGON ((-79.38428146658816 43.64161692083818, -79.38427089206338 43.6415898117106, -79.38430831504326 43.6415821669118, -79.38431888956805 43.64160927604282, -79.38428146658816 43.64161692083818))"
3122,ix,"POLYGON ((-79.38416449764028 43.64172868967599, -79.38415392311549 43.64170158059885, -79.38419134609541 43.64169393581427, -79.38420192062014 43.64172104489487, -79.38416449764028 43.64172868967599))"
3128,ix,"POLYGON ((-79.38413277406596 43.64164736240786, -79.38412219954117 43.64162025329401, -79.38415962252105 43.64161260849909, -79.38417019704585 43.64163971761638, -79.38413277406596 43.64164736240786))"
3130,ix,"POLYGON ((-79.38412219954117 43.64162025329401, -79.38411162501643 43.64159314416793, -79.3841490479963 43.64158549936955, -79.38415962252105 43.64161260849909, -79.38412219954117 43.64162025329401))"
3132,ix,"POLYGON ((-79.38411162501643 43.64159314416793, -79.38410105049162 43.64156603502963, -79.38413847347151 43.64155839022779, -79.3841490479963 43.64158549936955, -79.38411162501643 43.64159314416793))"
2923,ix,"POLYGON ((-79.38420192062019 43.64172104489487, -79.38419134609538 43.64169393581427, -79.38422876907531 43.64168629102873, -79.38423934360004 43.64171340011277, -79.38420192062019 43.64172104489487))"
2925,ix,"POLYGON ((-79.38419134609538 43.64169393581427, -79.38418077157063 43.64166682672144, -79.38421819455051 43.64165918193245, -79.38422876907531 43.64168629102873, -79.38419134609538 43.64169393581427))"
2927,ix,"POLYGON ((-79.38418077157063 43.64166682672144, -79.38417019704586 43.64163971761638, -79.38420762002575 43.64163207282392, -79.38421819455051 43.64165918193245, -79.38418077157063 43.64166682672144))"
2929,ix,"POLYGON ((-79.38417019704586 43.64163971761638, -79.38415962252107 43.64161260849909, -79.38419704550094 43.64160496370319, -79.38420762002575 43.64163207282392, -79.38417019704586 43.64163971761638))"
3326,ix,"POLYGON ((-79.38403060676438 43.64169798394372, -79.38402003223962 43.64167087485272, -79.38405745521951 43.64166323006423, -79.38406802974428 43.64169033915869, -79.38403060676438 43.64169798394372))"
3328,ix,"POLYGON ((-79.38402003223962 43.64167087485272, -79.38400945771482 43.64164376574949, -79.38404688069471 43.64163612095755, -79.38405745521951 43.64166323006423, -79.38402003223962 43.64167087485272))"
3330,ix,"POLYGON ((-79.38400945771482 43.64164376574949, -79.38399888319009 43.64161665663401, -79.38403630616996 43.64160901183863, -79.38404688069471 43.64163612095755, -79.38400945771482 43.64164376574949))"
3332,ix,"POLYGON ((-79.38399888319009 43.64161665663401, -79.38398830866531 43.64158954750632, -79.38402573164517 43.64158190270748, -79.38403630616996 43.64160901183863, -79.38399888319009 43.64161665663401))"
3127,ix,"POLYGON ((-79.38406802974428 43.64169033915869, -79.38405745521952 43.64166323006424, -79.38409487819941 43.64165558527478, -79.38410545272419 43.64168269437268, -79.38406802974428 43.64169033915869))"
3129,ix,"POLYGON ((-79.38405745521952 43.64166323006424, -79.38404688069473 43.64163612095755, -79.38408430367461 43.64162847616465, -79.38409487819941 43.64165558527478, -79.38405745521952 43.64166323006424))"
2325,ix,"POLYGON ((-79.38451591395915 43.64159774934903, -79.3845053394344 43.6415706402128, -79.38454276241427 43.64156299541155, -79.38455333693905 43.64159010455124, -79.38456391146383 43.64161721367869, -79.38452648848391 43.64162485847302, -79.38451591395915 43.64159774934903))"
2522,ix,"POLYGON ((-79.38452648848393 43.64162485847304, -79.38453706300868 43.64165196758479, -79.38449964002881 43.64165961237472, -79.38448906550403 43.64163250326639, -79.38447849097925 43.64160539414584, -79.38451591395915 43.64159774934903, -79.38452648848393 43.64162485847304))"
2924,ix,"POLYGON ((-79.38429204111293 43.64164402995353, -79.38430261563772 43.64167113905665, -79.38426519265779 43.64167878384411, -79.38425461813303 43.64165167474446, -79.38424404360826 43.64162456563256, -79.38428146658815 43.64161692083817, -79.38429204111293 43.64164402995353))"
2731,ix,"POLYGON ((-79.38429774051852 43.64155505776853, -79.38430831504326 43.6415821669118, -79.38427089206338 43.6415898117106, -79.38426031753863 43.64156270257078, -79.38424974301384 43.64153559341874, -79.38428716599371 43.64152794861303, -79.38429774051852 43.64155505776853))"
3124,ix,"POLYGON ((-79.38418077157063 43.64166682672144, -79.38419134609541 43.64169393581427, -79.38415392311549 43.64170158059885, -79.38414334859073 43.64167447150947, -79.38413277406596 43.64164736240786, -79.38417019704585 43.64163971761638, -79.38418077157063 43.64166682672144))"
2931,ix,"POLYGON ((-79.3841864709762 43.6415778545702, -79.38419704550094 43.64160496370319, -79.38415962252107 43.64161260849909, -79.38414904799633 43.64158549936955, -79.38413847347152 43.64155839022781, -79.38417589645141 43.64155074542499, -79.3841864709762 43.6415778545702))"
3322,ix,"POLYGON ((-79.38404118128916 43.64172509302249, -79.38403060676438 43.64169798394372, -79.38406802974428 43.64169033915869, -79.38407860426908 43.64171744824091, -79.38408917879381 43.64174455731089, -79.38405175581394 43.64175220208903, -79.38404118128916 43.64172509302249))"
3123,ix,"POLYGON ((-79.38411602724896 43.64170980345835, -79.38412660177372 43.64173691253179, -79.38408917879384 43.64174455731089, -79.38407860426906 43.6417174482409, -79.38406802974428 43.64169033915869, -79.38410545272419 43.64168269437268, -79.38411602724896 43.64170980345835))"
3131,ix,"POLYGON ((-79.38407372914986 43.64160136704227, -79.38408430367461 43.64162847616465, -79.38404688069473 43.64163612095755, -79.38403630616999 43.64160901183863, -79.38402573164521 43.64158190270749, -79.38406315462507 43.64157425790766, -79.38407372914986 43.64160136704227))"
3321,ix,"POLYGON ((-79.38398757166308 43.64179475447103, -79.3839769971383 43.64176764542369, -79.38401442011816 43.64176000064751, -79.38402499464296 43.64178710969831, -79.38398757166308 43.64179475447103))"
3323,ix,"POLYGON ((-79.3839769971383 43.64176764542369, -79.38396642261354 43.64174053636412, -79.3840038455934 43.6417328915845, -79.38401442011816 43.64176000064751, -79.3839769971383 43.64176764542369))"
